id,title,genre,vote_average,vote_count,runtime,release_date,revenue,popularity
9350,Cliffhanger,Action,6.1,588,112,1993-05-28,255000211,26.19909
9208,Broken Arrow,Action,5.7,453,108,1996-02-09,150270147,22.769108
4244,The Kid,Fantasy,6,238,104,2000-07-07,69700000,18.281798
1852,World Trade Center,Drama,5.9,447,128,2006-08-09,162945894,24.697533
11820,Mona Lisa Smile,Drama,6.5,393,117,2003-12-19,0,19.718544
76493,The Dictator,Comedy,5.9,1743,83,2012-05-15,179379533,31.349143
345,Eyes Wide Shut,Mystery,7.1,1234,159,1999-07-14,162091208,27.870312
196867,Annie,Comedy,6,466,119,2014-12-19,133821816,33.439187
256591,Focus,Romance,6.7,2542,105,2015-02-25,153962963,59.634029
59962,This Means War,Action,5.9,1389,103,2012-02-14,156974557,38.994297
36648,Blade: Trinity,Science Fiction,5.7,1252,123,2004-12-08,128905366,49.660055
1880,Red Dawn,Action,6.4,215,114,1984-08-10,38376497,11.743085
9440,Primary Colors,Comedy,6.1,94,143,1998-03-20,0,9.110247
71679,Resident Evil: Retribution,Action,5.6,1600,95,2012-09-12,240159255,6.227675
10483,Death Race,Action,6,1175,105,2008-08-22,73762516,42.57877
11412,The Long Kiss Goodnight,Crime,6.5,314,120,1996-10-11,89456761,15.858629
11983,Proof of Life,Action,6,208,135,2000-12-08,0,14.866901
6795,Zathura: A Space Adventure,Family,6.1,779,101,2005-11-06,64321501,15.194239
550,Fight Club,Drama,8.3,9413,139,1999-10-15,100853753,146.757391
11170,We Are Marshall,Drama,6.7,186,124,2006-12-12,43545364,8.629665
9292,Hudson Hawk,Action,5.4,269,100,1991-05-23,17218080,16.803457
10783,Lucky Numbers,Action,4.9,52,105,2000-10-27,0,2.952595
100241,"I, Frankenstein",Horror,5,687,92,2014-01-22,71154592,31.324734
257,Oliver Twist,Crime,6.7,274,130,2005-09-23,42093706,20.415572
9947,Elektra,Action,4.8,575,97,2005-01-13,56681566,28.613892
189,Sin City: A Dame to Kill For,Crime,6.3,1286,102,2014-08-20,39407616,85.428395
12618,Random Hearts,Drama,5.3,63,133,1999-10-08,74608570,4.137237
253412,Everest,Adventure,6.7,1772,121,2015-09-10,203427584,60.246978
1427,Perfume: The Story of a Murderer,Crime,7.1,1165,147,2006-09-13,132180323,42.551902
818,Austin Powers in Goldmember,Comedy,5.9,979,94,2002-07-26,296655431,40.137264
16577,Astro Boy,Animation,6.1,409,94,2009-10-15,44091067,24.857079
329,Jurassic Park,Adventure,7.6,4856,127,1993-06-11,920100000,40.413191
12160,Wyatt Earp,Drama,6.5,202,191,1994-06-24,25052000,13.859307
9331,Clear and Present Danger,Action,6.4,386,141,1994-08-03,215887717,18.832471
300168,Dragon Blade,Action,5.9,145,127,2015-02-19,121545703,9.568884
9072,Little Man,Comedy,5.3,261,98,2006-08-31,101595121,12.421504
3536,U-571,Action,6.1,340,116,2000-04-20,127666415,18.096884
9087,The American President,Comedy,6.5,195,106,1995-11-17,107879496,11.056763
12177,The Love Guru,Comedy,4.3,242,87,2008-06-20,41819064,13.218008
12138,3000 Miles to Graceland,Action,5.8,178,125,2001-02-23,18720175,11.262655
273248,The Hateful Eight,Crime,7.6,4274,167,2015-12-25,155760117,68.717016
9955,Blades of Glory,Action,5.9,569,93,2007-03-30,0,19.412028
50359,Hop,Animation,5.5,331,95,2011-03-30,183953723,16.791058
1271,300,Action,7,4997,117,2006-12-09,422610419,65.197968
693,Meet the Fockers,Comedy,6.1,1373,115,2004-12-22,516642939,32.829538
14306,Marley & Me,Comedy,6.9,1343,115,2008-12-25,244082376,30.951203
497,The Green Mile,Fantasy,8.2,4048,189,1999-12-10,284600000,103.698022
11199,Wild Hogs,Action,5.6,648,100,2007-03-02,253625427,31.719463
9982,Chicken Little,Animation,5.6,944,81,2005-11-04,314432665,47.973995
210577,Gone Girl,Mystery,7.9,5862,145,2014-10-01,369330363,143.041543
2501,The Bourne Identity,Action,7.3,3583,119,2002-06-14,214034224,86.476817
710,GoldenEye,Adventure,6.6,1174,130,1995-11-16,352194034,59.824565
2275,The General's Daughter,Crime,6.1,205,116,1999-06-18,149705852,18.345613
37165,The Truman Show,Comedy,7.8,4537,103,1998-06-04,264118201,56.488027
9837,The Prince of Egypt,Adventure,6.8,817,99,1998-12-15,218613188,29.464852
10708,Daddy Day Care,Comedy,5.6,506,92,2003-05-03,164433867,18.106021
136400,2 Guns,Action,6.6,1589,109,2013-08-02,131940411,42.881415
10992,Cats & Dogs,Comedy,5,352,87,2001-07-04,93375151,18.735024
9654,The Italian Job,Action,6.6,1919,110,2003-05-30,176070171,62.766854
2642,Two Weeks Notice,Romance,5.9,487,101,2002-12-19,93354918,24.153567
8916,Antz,Adventure,6,1272,83,1998-10-02,171757863,41.515702
19899,Couples Retreat,Comedy,5.3,588,113,2009-09-19,171844840,26.676487
2119,Days of Thunder,Adventure,5.9,353,107,1990-06-27,157920733,16.278022
9641,Cheaper by the Dozen 2,Comedy,5.7,526,94,2005-12-21,129181830,18.831023
294254,Maze Runner: The Scorch Trials,Action,6.4,3040,132,2015-09-09,311256926,113.161483
38167,Eat Pray Love,Drama,5.8,636,133,2010-08-12,204594016,28.800112
5994,The Family Man,Comedy,6.5,521,125,2000-12-12,0,19.705489
39514,RED,Action,6.6,2808,111,2010-10-13,71664962,41.430245
9563,Any Given Sunday,Drama,6.8,422,163,1999-12-16,100230832,23.127561
547,The Horse Whisperer,Drama,6.7,292,170,1998-05-14,186883563,12.867352
1538,Collateral,Drama,7,1451,120,2004-08-04,217764291,44.815022
9334,The Scorpion King,Action,5.3,779,92,2002-04-16,165333180,37.537093
11128,Ladder 49,Drama,6.2,207,115,2004-10-01,74541707,10.99991
75780,Jack Reacher,Crime,6.3,2998,130,2012-12-20,218340595,56.868399
8914,Deep Blue Sea,Action,5.6,604,105,1999-07-28,73648228,22.991269
13576,This Is It,Music,6.7,247,111,2009-10-28,0,15.798622
39538,Contagion,Drama,6.2,1325,106,2011-09-08,137551594,38.820858
10628,Kangaroo Jack,Comedy,4.3,203,89,2003-01-17,0,10.292864
14836,Coraline,Animation,7.3,1386,100,2009-02-05,124596398,51.146047
8645,The Happening,Thriller,4.9,950,91,2008-06-11,163403799,20.501582
9509,Man on Fire,Action,7.3,1553,146,2004-04-23,130293714,45.299089
10067,The Shaggy Dog,Comedy,4.5,137,98,2006-03-09,61112916,4.280619
9384,Starsky & Hutch,Comedy,5.6,644,101,2004-03-05,170268750,28.848842
9279,Jingle All the Way,Family,5.5,575,89,1996-11-15,129832389,22.501041
1487,Hellboy,Fantasy,6.5,2225,122,2004-04-02,99318987,47.479755
9422,A Civil Action,Drama,6.1,109,115,1998-03-05,56702901,10.147321
77174,ParaNorman,Family,6.7,789,90,2012-08-03,107139399,39.539045
4824,The Jackal,Action,6.1,527,124,1997-11-14,159330280,19.747459
9620,Paycheck,Action,5.9,581,119,2003-12-25,96269812,29.018826
9302,Up Close & Personal,Drama,5.9,50,119,1996-03-01,0,4.801849
10199,The Tale of Despereaux,Adventure,5.8,258,93,2008-12-19,50877145,16.493576
10771,The Tuxedo,Thriller,5.3,483,98,2002-09-27,0,21.549232
3512,Under Siege 2: Dark Territory,Action,5.6,210,100,1995-07-13,104324083,13.080725
137094,Jack Ryan: Shadow Recruit,Action,5.9,1173,105,2014-01-15,50549107,42.538258
274479,Joy,Drama,6.4,1581,124,2015-12-24,101134059,29.876507
267860,London Has Fallen,Action,5.8,1621,99,2016-03-02,205754447,61.849521
8078,Alien: Resurrection,Science Fiction,5.9,1365,109,1997-11-12,162000000,37.44963
7485,Shooter,Action,6.9,1462,124,2007-03-22,95696996,37.378081
170687,The Boxtrolls,Animation,6.6,668,97,2014-09-10,108255770,30.656345
6435,Practical Magic,Drama,6.3,338,104,1998-10-16,46683377,15.142701
137106,The Lego Movie,Adventure,7.5,3070,100,2014-02-06,469160692,59.547928
10040,Miss Congeniality 2: Armed and Fabulous,Action,5.3,425,115,2005-03-11,0,19.998581
6278,Reign of Fire,Adventure,6,669,101,2002-07-12,43061982,27.615108
82682,Gangster Squad,Crime,6.2,1778,113,2013-01-10,105200903,29.041198
17610,Year One,Comedy,4.6,524,97,2009-06-18,62357900,25.293538
22954,Invictus,Drama,7,1125,134,2009-12-10,122233971,23.85119
16995,State of Play,Action,6.7,484,127,2009-04-17,87784194,21.685719
16558,Duplicity,Romance,5.7,201,125,2009-03-19,60000000,13.630049
9849,My Favorite Martian,Comedy,5.1,80,94,1999-02-11,36850101,6.80692
5820,The Sentinel,Action,5.8,225,108,2006-04-19,77920346,15.352807
16866,Planet 51,Science Fiction,5.6,556,91,2009-11-19,104945765,23.661071
201,Star Trek: Nemesis,Science Fiction,6.1,479,117,2002-12-13,67312826,21.605533
11775,Intolerable Cruelty,Crime,5.8,391,100,2003-09-02,119940815,22.620125
87825,Trouble with the Curve,Drama,6.6,366,111,2012-09-21,0,18.587114
12201,Edge of Darkness,Crime,6.2,487,117,2010-01-29,74901339,24.657931
11015,The Relic,Horror,5.8,130,110,1997-01-10,33956608,12.621769
9932,Analyze That,Comedy,5.7,380,96,2002-12-06,55003135,21.08952
13389,Righteous Kill,Action,5.9,375,101,2008-09-11,73174566,18.380176
8838,Mercury Rising,Action,6,368,111,1998-04-03,0,18.877795
17332,The Soloist,Drama,6.6,234,109,2009-04-24,31720158,17.299333
4958,The Legend of Bagger Vance,Fantasy,6.3,251,126,2000-11-02,39459427,16.848899
786,Almost Famous,Drama,7.4,797,122,2000-09-15,47383689,21.547446
9513,Garfield: A Tail of Two Kitties,Animation,5.1,464,78,2006-06-15,141702264,16.930969
11679,xXx: State of the Union,Action,4.7,549,101,2005-04-27,71073932,36.689223
38321,Priest,Action,5.4,692,87,2011-05-05,78309131,28.350927
14411,Sinbad: Legend of the Seven Seas,Family,6.6,372,86,2003-07-02,26288320,18.815442
8413,Event Horizon,Horror,6.5,742,96,1997-08-15,26673242,29.787135
10052,Dragonfly,Drama,6.1,204,104,2002-02-22,52322400,8.927137
9676,The Black Dahlia,Drama,5.7,287,121,2006-09-15,49111202,15.213484
9664,Flyboys,Action,6.3,271,140,2006-09-22,17800000,13.155999
2100,The Last Castle,Action,7,285,131,2001-10-19,27642707,15.433244
10384,Supernova,Horror,4.9,109,91,2000-01-14,14828081,5.762037
137321,Winter's Tale,Drama,6,487,118,2014-02-13,30800231,22.736038
123553,The Mortal Instruments: City of Bones,Action,6.2,1602,130,2013-08-21,90565421,45.514031
11260,Meet Dave,Comedy,5,371,90,2008-07-08,50650079,18.676291
9009,Dark Water,Drama,5.3,274,105,2005-06-27,25473093,14.376463
11374,Edtv,Comedy,5.7,166,122,1999-03-26,0,14.298297
2309,Inkheart,Adventure,6,592,106,2008-12-11,57490374,27.018886
8285,The Spirit,Action,4.7,320,103,2008-12-25,39031337,14.84856
210860,Mortdecai,Comedy,5.4,1055,106,2015-01-21,30418560,52.417529
2312,In the Name of the King: A Dungeon Siege Tale,Adventure,4.1,224,127,2007-11-29,0,15.406173
9839,Beyond Borders,Drama,6.7,110,127,2003-10-23,0,6.523472
381902,The Monkey King 2,Action,6,24,120,2016-01-22,193677158,4.72629
13922,The Great Raid,Action,6.8,91,132,2005-08-12,10166502,8.923215
293660,Deadpool,Action,7.4,10995,108,2016-02-09,783112979,514.569956
9713,Holy Man,Drama,4.9,111,114,1998-10-08,0,9.265672
190859,American Sniper,War,7.4,4469,133,2014-12-11,542307423,87.53437
257445,Goosebumps,Adventure,6.2,995,103,2015-08-05,158162788,45.351617
9007,Just Like Heaven,Comedy,6.5,579,95,2005-09-16,102854431,13.43573
889,The Flintstones in Viva Rock Vegas,Science Fiction,4.4,134,90,2000-04-28,59468275,6.248309
1370,Rambo III,Action,5.7,690,102,1988-05-24,189015611,31.294717
4942,Leatherheads,Comedy,5.7,130,114,2008-03-24,41299492,7.739276
347969,The Ridiculous 6,Comedy,4.9,388,119,2015-12-11,0,19.694695
24438,Did You Hear About the Morgans?,Comedy,5.1,276,103,2009-12-17,85280250,14.403696
116741,The Internship,Comedy,6.1,1658,119,2013-06-07,44000000,1.551497
35791,Resident Evil: Afterlife,Action,5.8,1363,97,2010-09-09,300228084,2.143764
72431,Red Tails,Drama,5.9,178,125,2012-01-19,50365377,12.29603
1813,The Devil's Advocate,Drama,7.2,1374,144,1997-10-17,152944660,33.8473
87428,That's My Boy,Comedy,5.5,453,116,2012-06-14,58058367,21.723897
8840,DragonHeart,Fantasy,6.4,535,103,1996-05-31,115267375,31.791979
10589,After the Sunset,Action,6,226,97,2004-11-12,61347797,14.113066
71676,Ghost Rider: Spirit of Vengeance,Action,4.7,1135,95,2011-12-10,149217355,48.622278
1722,Captain Corelli's Mandolin,Drama,5.5,145,131,2001-08-17,62112895,9.061866
10022,The Pacifier,Action,5.8,842,95,2005-03-04,113006880,35.4763
11358,Walking Tall,Adventure,6,381,86,2004-04-02,57223890,23.438398
13,Forrest Gump,Comedy,8.2,7927,142,1994-07-06,677945399,138.133331
6477,Alvin and the Chipmunks,Comedy,5.5,1177,92,2007-12-13,361366633,47.336034
1597,Meet the Parents,Comedy,6.6,1698,108,2000-10-06,330444045,29.97224
10530,Pocahontas,Adventure,6.7,1457,81,1995-06-14,346079773,47.845589
1924,Superman,Action,6.9,1022,143,1978-12-13,300218018,48.507081
9327,The Nutty Professor,Fantasy,5.4,702,95,1996-06-26,128769345,20.28119
8488,Hitch,Comedy,6.4,1665,118,2005-02-10,368100420,34.576913
10603,George of the Jungle,Adventure,5.4,496,92,1997-07-15,0,22.573237
8273,American Wedding,Comedy,6,1129,103,2003-08-01,231449203,36.194802
109424,Captain Phillips,Action,7.6,2454,134,2013-10-10,95000000,52.786917
35056,Date Night,Comedy,5.9,1122,97,2010-04-08,152263880,38.06168
8839,Casper,Fantasy,6,1019,100,1995-05-26,287928194,19.830132
156022,The Equalizer,Thriller,7.1,2954,132,2014-09-24,192330738,79.922059
7303,Maid in Manhattan,Comedy,5.6,485,105,2002-12-13,154906693,19.738215
8963,Crimson Tide,Action,7,498,116,1995-05-12,157387195,20.334629
1402,The Pursuit of Happyness,Drama,7.7,2525,117,2006-12-14,307077295,80.581367
9315,Flightplan,Thriller,6.1,772,98,2005-09-22,223387299,32.05145
8984,Disclosure,Drama,5.9,210,123,1994-12-09,214015089,15.064058
795,City of Angels,Drama,6.4,529,114,1998-04-10,198685114,21.272734
24,Kill Bill: Vol. 1,Action,7.7,4949,111,2003-10-10,180949000,79.754966
11353,Bowfinger,Comedy,6,254,97,1999-08-12,0,13.191829
393,Kill Bill: Vol. 2,Action,7.6,3948,136,2004-04-16,152159461,50.622607
9618,Tango & Cash,Action,6.1,458,104,1989-12-22,63408614,22.787667
9374,Death Becomes Her,Fantasy,6.3,636,104,1992-07-30,149022650,29.498304
8584,Shanghai Noon,Adventure,6.2,735,110,2000-05-26,56932305,25.400935
2320,Executive Decision,Action,5.8,256,133,1996-03-15,121969216,17.231675
58224,Mr. Popper's Penguins,Comedy,5.7,751,94,2011-06-17,187361754,32.835777
1729,The Forbidden Kingdom,Action,6.3,461,104,2008-04-18,127906624,17.097041
175574,Free Birds,Animation,5.7,254,91,2013-10-30,110000000,14.414937
8077,Alien³,Science Fiction,6.2,1633,114,1992-05-22,159773545,45.856409
8818,Evita,History,5.9,120,134,1996-12-14,141047179,7.027139
8195,Ronin,Action,6.7,658,122,1998-09-25,41610884,32.657488
10586,The Ghost and the Darkness,Adventure,6.4,236,109,1996-10-11,75000000,12.46525
116149,Paddington,Family,7,883,95,2014-11-27,259207227,39.882276
80035,The Watch,Comedy,5.3,881,98,2012-07-26,68267862,39.395881
10632,The Hunted,Drama,6,189,94,2003-03-11,34234008,8.634954
12117,Instinct,Drama,6.2,146,126,1999-06-04,0,7.386394
1792,Stuck on You,Comedy,5.1,188,118,2003-12-10,33828318,8.802525
13260,Semi-Pro,Comedy,5.4,251,91,2008-02-28,33472850,10.449975
72197,The Pirates! In an Adventure with Scientists!,Animation,6.4,374,88,2012-03-12,118338361,23.700759
3580,Changeling,Crime,7.3,1131,141,2008-01-30,113020255,27.50916
12123,Chain Reaction,Action,5.3,284,107,1996-08-02,60209334,20.58862
9566,The Fan,Drama,5.7,194,116,1996-08-15,18626419,4.366488
9833,The Phantom of the Opera,Thriller,7,438,143,2004-12-08,154648887,18.927463
4517,Elizabeth: The Golden Age,Drama,6.6,303,114,2007-09-09,74237563,15.274137
8202,Æon Flux,Action,5.4,703,93,2005-11-30,52304001,29.954302
16072,Gods and Generals,Drama,6.1,48,214,2003-02-21,12923936,4.362535
34314,Turbulence,Action,5.2,62,100,1997-01-09,11466088,4.700024
19724,Imagine That,Comedy,5.7,134,107,2009-06-19,0,12.340384
145220,Muppets Most Wanted,Comedy,6.2,316,112,2014-03-20,80383290,14.808304
14623,Thunderbirds,Action,4.2,91,95,2004-07-23,28283637,9.27875
42297,Burlesque,Drama,6.9,573,119,2010-11-23,89519773,22.863516
2841,A Very Long Engagement,Drama,7.1,346,133,2004-10-26,0,23.05451
802,Lolita,Drama,7.3,395,153,1962-06-13,9250000,23.962109
10375,D-Tox,Action,5.3,123,96,2002-01-04,6416302,12.669778
36586,Blade II,Fantasy,6.2,1528,117,2002-03-22,155010032,67.169587
11321,Seven Pounds,Drama,7.5,2039,123,2008-12-18,168167691,41.472404
70074,Bullet to the Head,Action,5.2,481,92,2013-01-31,9489829,22.503935
242,The Godfather: Part III,Crime,7.1,1546,162,1990-12-24,136766062,59.194915
9621,Elizabethtown,Comedy,6.1,327,123,2005-10-06,52034889,22.894898
1819,"You, Me and Dupree",Comedy,5.4,407,108,2006-07-14,130431368,18.600367
8536,Superman II,Action,6.5,629,127,1980-12-04,190458706,30.515175
8046,Gigli,Drama,3.5,104,121,2003-08-01,7266209,9.053456
1717,All the King's Men,Drama,5.7,95,125,2006-09-10,9450897,7.768223
479,Shaft,Action,5.5,308,99,2000-06-15,107196498,19.643365
9444,Anastasia,Animation,7.4,1432,94,1997-11-20,139804348,45.565918
824,Moulin Rouge!,Drama,7.4,1300,127,2001-03-09,179213434,57.374341
11456,Domestic Disturbance,Mystery,5.4,113,89,2001-10-30,54249294,8.41856
261023,Black Mass,Crime,6.3,1242,122,2015-09-04,98837872,46.049902
3683,Flags of Our Fathers,War,6.7,526,132,2006-10-18,65900249,23.9366
22803,Law Abiding Citizen,Drama,7.2,1486,109,2009-10-15,126690726,49.593978
285923,Grindhouse,Thriller,6.8,459,191,2007-04-06,25037897,16.637642
39437,Beloved,Drama,5.9,26,172,1998-10-16,0,1.453765
1950,Lucky You,Drama,5.4,81,124,2007-05-01,5761917,6.162872
640,Catch Me If You Can,Drama,7.7,3795,141,2002-12-25,352114312,73.944049
97630,Zero Dark Thirty,Thriller,6.7,1702,157,2012-12-19,132820716,38.306954
9767,The Break-Up,Romance,5.6,832,106,2006-06-01,204999686,26.251217
11631,Mamma Mia!,Comedy,6.4,1386,108,2008-07-03,609841637,30.780599
32856,Valentine's Day,Comedy,5.7,1013,125,2010-02-10,216485654,25.41929
6519,The Dukes of Hazzard,Action,5.1,316,104,2005-08-05,110803676,15.98212
8741,The Thin Red Line,Drama,7.2,771,170,1998-12-25,98126565,40.072583
49520,The Change-Up,Comedy,5.9,736,112,2011-08-05,75450437,32.015477
1850,Man on the Moon,Comedy,6.9,435,118,1999-12-22,47434430,24.444186
524,Casino,Drama,7.8,1307,178,1995-11-22,116112375,40.06688
26389,From Paris with Love,Action,6.1,675,92,2010-02-05,52826594,27.916284
11817,Bulletproof Monk,Action,5.1,278,104,2003-03-28,0,15.20707
2123,"Me, Myself & Irene",Comedy,6.1,927,116,2000-06-22,149270999,39.001682
9907,Barnyard,Animation,5.3,225,90,2006-08-04,72779000,10.430832
9969,Deck the Halls,Comedy,5.1,109,93,2006-11-22,47231070,5.952527
18239,The Twilight Saga: New Moon,Adventure,5.6,2436,130,2009-03-15,709827462,94.815867
808,Shrek,Adventure,7.3,4056,90,2001-05-16,484409218,67.298732
38050,The Adjustment Bureau,Science Fiction,6.5,1652,106,2011-03-03,127869379,26.60772
8367,Robin Hood: Prince of Thieves,Adventure,6.6,909,143,1991-06-14,390493908,28.803729
9390,Jerry Maguire,Comedy,6.7,913,139,1996-12-06,273552592,27.039636
72105,Ted,Comedy,6.3,4697,106,2012-06-29,549368315,68.87691
2898,As Good as It Gets,Comedy,7.2,915,139,1997-12-19,314178011,37.885022
10312,Patch Adams,Comedy,7,832,115,1998-12-25,202292902,35.537397
109443,Anchorman 2: The Legend Continues,Comedy,6,923,119,2013-12-18,173649015,38.125008
2022,Mr. Deeds,Comedy,5.6,644,96,2002-06-28,171269535,18.121404
37686,Super 8,Thriller,6.6,2435,112,2011-06-08,260095987,37.069253
462,Erin Brockovich,Drama,7.1,716,131,2000-03-17,256271286,30.347332
9919,How to Lose a Guy in 10 Days,Comedy,6.3,850,116,2003-02-07,177371441,23.854701
187017,22 Jump Street,Crime,7,3319,112,2014-06-05,188441614,52.380982
628,Interview with the Vampire,Horror,7.2,1516,123,1994-11-11,223664608,50.163785
10201,Yes Man,Comedy,6.4,1813,104,2008-12-09,225990978,43.849351
302699,Central Intelligence,Action,6.2,1650,107,2016-06-15,216972543,45.318703
9441,Stepmom,Drama,6.9,277,124,1998-12-25,0,16.368283
274167,Daddy's Home,Comedy,5.8,854,96,2015-12-25,242786137,38.616744
224141,Into the Woods,Fantasy,5.6,1652,125,2014-12-25,212902372,65.90161
388,Inside Man,Crime,7.3,1630,129,2006-03-23,184376254,45.220386
2112,Payback,Drama,6.7,548,100,1999-02-05,161626121,17.457947
10329,Congo,Action,5,213,109,1995-06-09,152022101,10.755847
74465,We Bought a Zoo,Drama,6.5,909,124,2011-12-22,120081841,38.629763
13811,Knowing,Action,5.9,1486,121,2009-03-19,155446362,32.693093
6877,Failure to Launch,Comedy,5.5,399,97,2006-03-10,88715192,18.806031
10320,The Ring Two,Drama,5.4,632,110,2005-03-17,161451538,32.233713
50646,"Crazy, Stupid, Love.",Comedy,7,2443,118,2011-07-29,142851197,37.990705
8920,Garfield,Animation,5.2,820,80,2004-06-10,200804534,17.667826
13673,Christmas with the Kranks,Comedy,5.2,193,99,2004-11-24,0,9.225166
60308,Moneyball,Drama,7,1381,133,2011-09-22,110206216,46.180421
6950,Outbreak,Action,6.3,513,127,1995-03-10,189859560,30.397496
225574,Non-Stop,Action,6.8,2268,106,2014-01-26,222809600,83.295796
13836,Race to Witch Mountain,Adventure,5.5,509,98,2009-03-12,106303988,23.935053
752,V for Vendetta,Action,7.7,4442,132,2006-03-15,132511035,84.630969
6038,Shanghai Knights,Action,6,692,115,2003-02-06,88323487,16.251204
9975,Curious George,Adventure,6.2,106,86,2006-02-10,69834815,9.894346
11451,Herbie Fully Loaded,Comedy,5.1,542,101,2005-06-22,66002004,12.050755
12103,Don't Say a Word,Thriller,6,220,113,2001-09-28,100020092,11.596207
60304,Hansel & Gretel: Witch Hunters,Fantasy,5.7,3239,88,2013-01-17,224803475,53.02787
2251,Unfaithful,Thriller,6.3,276,124,2002-05-10,119137784,14.382253
46529,I Am Number Four,Action,5.9,1567,109,2011-02-18,144492830,43.450266
231,Syriana,Drama,6.3,451,128,2005-11-23,94000000,16.871194
300671,13 Hours: The Secret Soldiers of Benghazi,Action,7,938,144,2016-01-13,69411370,42.526529
228326,The Book of Life,Romance,7.3,755,95,2014-10-01,97437106,34.890999
9754,Firewall,Thriller,5.6,267,105,2006-02-10,82800000,18.186026
66,Absolute Power,Crime,6.4,223,121,1997-02-14,50068310,13.576765
4421,G.I. Jane,Action,6,395,125,1997-08-22,48169156,19.434672
2649,The Game,Drama,7.5,1506,129,1997-09-12,109423648,62.925175
588,Silent Hill,Horror,6.3,1067,125,2006-04-21,97607453,32.927994
10393,The Replacements,Comedy,6.1,203,118,2000-08-07,0,14.837288
71552,American Reunion,Comedy,6.1,1611,113,2012-04-04,234989584,39.920035
9631,The Negotiator,Action,6.8,582,140,1998-07-29,44547681,28.725621
216282,Into the Storm,Action,5.8,817,89,2014-08-06,160602194,20.566554
306,Beverly Hills Cop III,Action,5.5,434,104,1994-05-24,119208989,20.333953
928,Gremlins 2: The New Batch,Comedy,6.2,652,106,1990-06-15,41482207,33.98637
205587,The Judge,Drama,7.2,1417,141,2014-10-08,83719388,42.472324
6623,The Peacemaker,Action,5.8,255,124,1997-09-26,0,15.931084
1577,Resident Evil: Apocalypse,Horror,6.1,1267,94,2004-09-10,129394835,29.880122
9801,Bridget Jones: The Edge of Reason,Comedy,6.1,750,108,2004-11-10,40203020,28.803802
2116,Out of Time,Thriller,6.1,298,105,2003-10-03,55495563,14.993459
9624,On Deadly Ground,Action,4.5,104,102,1994-02-18,49000000,9.114168
14199,The Adventures of Sharkboy and Lavagirl,Adventure,4.4,269,92,2005-06-10,69425966,12.31101
1907,The Beach,Drama,6.3,1233,119,2000-02-11,144056873,41.362082
4599,Raising Helen,Drama,5.9,189,119,2004-05-27,49718611,13.298205
22832,Ninja Assassin,Action,6.2,371,99,2009-09-29,60462347,19.085403
10390,For Love of the Game,Drama,6.3,88,137,1999-09-17,0,9.622345
9879,Striptease,Drama,4.4,205,115,1996-06-28,113309743,11.106006
38579,Marmaduke,Family,5,149,87,2010-06-04,83761844,12.25622
44603,Hereafter,Drama,5.8,510,129,2010-10-15,105197635,13.365715
11892,Murder by Numbers,Crime,6,268,120,2002-04-19,56714147,16.167093
9691,Assassins,Action,6,387,132,1995-10-06,30303072,23.073933
1248,Hannibal Rising,Crime,6,654,121,2007-02-06,82169884,6.567065
12220,The Story of Us,Comedy,5.9,75,95,1999-10-13,58900031,6.22577
72710,The Host,Action,6,1817,125,2013-03-22,63327201,42.933027
10782,Basic,Action,6.2,286,98,2003-04-18,42792561,19.226763
9573,Blood Work,Crime,6.1,206,110,2002-08-04,26199517,10.089065
4959,The International,Drama,6,368,118,2009-02-03,60161391,13.391833
10061,Escape from L.A.,Action,5.6,373,97,1996-08-09,42277365,21.637234
10386,The Iron Giant,Adventure,7.6,1436,86,1999-08-06,23159305,61.245957
421,The Life Aquatic with Steve Zissou,Adventure,7.1,775,119,2004-12-10,34808403,25.237969
316152,Free State of Jones,War,6.6,428,139,2016-06-24,25035950,21.589393
11615,The Life of David Gale,Drama,7.3,480,130,2003-02-21,38955598,22.442241
13498,Man of the House,Comedy,5.4,120,100,2005-02-25,0,6.004422
241554,Run All Night,Action,6.3,1148,114,2015-03-11,71561644,74.64653
2252,Eastern Promises,Thriller,7.2,848,100,2007-09-14,55112356,35.481169
11968,Into the Blue,Action,5.8,458,110,2005-09-30,44434439,14.723467
10047,The Messenger: The Story of Joan of Arc,Adventure,6.2,367,148,1999-10-18,66976317,21.084542
38319,Your Highness,Comedy,5.2,501,102,2011-04-08,26121638,21.408222
69668,Dream House,Drama,5.8,391,84,2011-09-30,38502340,19.267479
9770,Mad City,Action,5.9,81,114,1997-11-07,10541523,3.314004
11212,Baby's Day Out,Action,5.8,274,99,1994-07-01,16671505,21.312186
10533,The Scarlet Letter,Drama,5.5,108,135,1995-10-13,10382407,7.44268
38363,Fair Game,Drama,6.5,235,108,2010-05-20,24188922,12.54949
9923,Domino,Action,6,444,127,2005-09-22,22944502,18.394571
11863,Jade,Action,5.2,44,95,1995-10-13,9851610,8.189406
18501,Gamer,Action,5.6,760,95,2009-09-03,40828540,27.631262
109491,Beautiful Creatures,Fantasy,5.6,984,124,2013-02-13,60052138,40.721373
9275,Death to Smoochy,Comedy,5.9,132,109,2002-03-28,0,11.329727
329833,Zoolander 2,Comedy,4.7,797,100,2016-02-06,55969000,37.253774
12634,The Big Bounce,Comedy,5,76,88,2004-01-30,6808550,6.397388
10416,What Planet Are You From?,Comedy,5.4,37,105,2000-03-03,0,2.275331
